user_id,clicks_per_min,avg_session_time_min,bookings_last_hour,ip_entropy,is_fraud,total_views,total_clicks,total_books,total_actions,click_rate,book_rate
1,3,9.386035420714643,0,0.840073566621334,0,6,9,10,25,1.4999997500000417,0.39999998400000064
2,4,9.084532468832425,1,0.8904184387962559,0,4,12,9,25,2.9999992500001875,0.35999998560000057
3,5,11.354119844380564,1,0.8569630853247421,0,3,10,12,25,3.3333322222225923,0.4799999808000007
4,2,4.631234634593973,0,0.9069716104669838,0,1,11,13,25,10.999989000011,0.5199999792000009
5,3,5.113418609329228,1,0.7535272055493164,0,2,10,13,25,4.99999750000125,0.5199999792000009
6,4,13.38602595260588,0,0.7722747847701672,0,4,10,11,25,2.499999375000156,0.4399999824000007
7,3,11.822651847358204,0,0.9157699982889596,0,2,11,12,25,5.499997250001375,0.4799999808000007
8,3,3.579766041623806,1,0.8607674852336998,0,7,10,8,25,1.428571224489825,0.3199999872000005
9,2,9.857581540510589,0,0.6300523678592967,0,4,9,12,25,2.2499994375001404,0.4799999808000007
10,1,4.238044141375895,0,0.8673776223263115,0,4,14,7,25,3.4999991250002185,0.27999998880000043
11,1,6.1770439247219775,1,0.8961285060015711,0,6,6,13,25,0.9999998333333611,0.5199999792000009
12,2,12.40479551798659,1,0.9149429523281531,0,7,13,5,25,1.8571425918367725,0.19999999200000032
13,1,15.060825499929528,0,0.8928791020697255,0,0,8,17,25,8000000.0,0.679999972800001
14,5,6.837557103922666,1,0.8846492512434805,0,1,10,14,25,9.999990000010001,0.5599999776000009
15,5,16.061410202711052,1,0.6821297910662957,0,6,10,9,25,1.666666388888935,0.35999998560000057
16,4,12.524442695654706,1,0.7149269355564825,0,4,10,11,25,2.499999375000156,0.4399999824000007
17,2,10.349483474425917,1,0.844468220670461,0,7,9,9,25,1.2857141020408425,0.35999998560000057
18,1,13.660332561226788,0,0.985477243201904,0,1,10,14,25,9.999990000010001,0.5599999776000009
19,3,14.40504192986237,0,0.8813382233331383,0,7,7,11,25,0.9999998571428775,0.4399999824000007
20,1,11.510982122405878,0,0.6520571159906,0,3,12,10,25,3.999998666667111,0.39999998400000064
21,3,8.421488788764579,1,0.8829601958491327,0,3,9,13,25,2.9999990000003334,0.5199999792000009
22,2,9.51920073522632,0,0.8450937108736527,0,3,15,7,25,4.999998333333888,0.27999998880000043
23,3,17.5827793067887,0,0.8955116131554147,0,3,8,14,25,2.666665777778074,0.5599999776000009
24,2,16.024907978179684,1,0.714916702616384,0,3,7,15,25,2.3333325555558146,0.599999976000001
25,4,15.037039486763224,0,0.8137720792719797,0,4,8,13,25,1.999999500000125,0.5199999792000009
26,2,10.666383939323255,0,0.7788283006550782,0,6,3,16,25,0.49999991666668053,0.639999974400001
27,2,5.192925677477259,1,0.7029101311293511,0,4,8,13,25,1.999999500000125,0.5199999792000009
28,3,10.66888257593256,0,0.9808452869994216,0,1,6,18,25,5.999994000006001,0.7199999712000011
29,5,9.232348760035272,1,0.9343455234572392,0,1,11,13,25,10.999989000011,0.5199999792000009
30,2,10.407655239116693,1,0.8207849354359179,0,4,5,16,25,1.249999687500078,0.639999974400001
31,3,8.818070014075719,1,0.7766959298235905,0,7,9,9,25,1.2857141020408425,0.35999998560000057
32,5,18.20598969801594,1,0.6549801650320404,0,2,14,9,25,6.99999650000175,0.35999998560000057
33,1,10.00170954721566,0,0.9666897724527848,0,8,9,8,25,1.1249998593750177,0.3199999872000005
34,2,3.041511690835442,1,0.7500932644762887,0,4,8,13,25,1.999999500000125,0.5199999792000009
35,4,4.123911473729006,0,0.988096022198776,0,5,9,11,25,1.799999640000072,0.4399999824000007
36,1,8.67824784842187,0,0.6523113453178483,0,3,9,13,25,2.9999990000003334,0.5199999792000009
37,1,12.145773196076313,0,0.6137673854284927,0,3,11,11,25,3.6666654444448517,0.4399999824000007
38,3,13.195016443274085,0,0.9625893136368168,0,2,15,8,25,7.499996250001875,0.3199999872000005
39,4,8.767346464493654,1,0.693638370601085,0,1,12,12,25,11.999988000012001,0.4799999808000007
40,5,6.47060973818884,1,0.920285546120882,0,3,11,11,25,3.6666654444448517,0.4399999824000007
41,5,7.221055242298722,1,0.9409649007987514,0,2,6,17,25,2.99999850000075,0.679999972800001
42,4,15.991435829536542,0,0.6570239971354196,0,5,8,12,25,1.599999680000064,0.4799999808000007
43,5,12.931113453710116,0,0.9373513189852908,0,4,6,15,25,1.4999996250000938,0.599999976000001
44,4,17.18434494611666,0,0.7741311224501586,0,4,7,14,25,1.7499995625001092,0.5599999776000009
45,3,17.925752668697882,1,0.7559279303876515,0,2,9,14,25,4.499997750001125,0.5599999776000009
46,4,10.436380223046108,0,0.8715306673557095,0,4,10,11,25,2.499999375000156,0.4399999824000007
47,4,14.67264188848105,0,0.9793068655943128,0,3,13,9,25,4.33333188888937,0.35999998560000057
48,4,16.64013588863734,1,0.9991793032162156,0,6,11,8,25,1.8333330277778286,0.3199999872000005
